source,reference,terms,base_basic,base_strong,lora_no_term,lora_basic,lora_basic_cleaned,terms_dict,qwen3b_basic,qwen3b_strong,qwen3b_no_term
"If the required connection is not available for selection, you or an administrator need to switch to SAP Analytics Cloud running on the same tenant and create the SAC tunnel connection there before you can continue creating the SAP BW/4HANA Model Transfer connection.","Wenn die erforderliche Verbindung nicht zur Auswahl steht, müssen Sie oder ein Administrator zu dem SAP-Analytics-Cloud-System wechseln, das auf demselben Tenant ausgeführt wird, und dort die SAC-Tunnel-Verbindung erstellen, bevor Sie mit dem Erstellen der SAP-BW/4HANA-Modellübertragungsverbindung fortfahren können.",{'create': 'erstellen'},"Wenn die erforderliche Verbindung nicht zur Auswahl kommt, müssen Sie oder ein Administrator den SAP Analytics Cloud auf dem gleichen Unternehmensbereich wechseln und dort eine SAP BW/4HANA-Modellübertragung-Konnektivität erstellen, bevor Sie weiterhin die SAP BW/4HANA-Modellübertragung-Konnektivität erstellen können.","Sollte die erforderliche Verbindung nicht für Auswahl verfügbar ist, müssen Sie oder ein Administrator den Switch zu SAP Analytics Cloud auf dem gleichen Tenant machen und dort die SAC Tunnel-Verbindung erstellen, bevor Sie sich weiter mit der Erstellung des SAP BW/4HANA Modelltransferverbindungen vorbereiten können.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Sollten Sie keine Verbindung zur Verfügung stehen, die für Auswahl geeignet ist, müssen Sie oder ein Administrator zu SAP Analytics Cloud auf dem gleichen Unternehmensbereich wechseln und die SAP Analytics Cloud Tunnelverbindung dort erstellen, bevor Sie weiterhin die SAP BW/4HANA-Modelltransferverbindung erstellen können.","Sollten Sie keine Verbindung zur Verfügung stehen, die für Auswahl geeignet ist, müssen Sie oder ein Administrator zu SAP Analytics Cloud auf dem gleichen Unternehmensbereich wechseln und die SAP Analytics Cloud Tunnelverbindung dort erstellen, bevor Sie weiterhin die SAP BW/4HANA-Modelltransferverbindung erstellen können.",{'create': 'erstellen'},"Wenn die erforderliche Verbindung nicht ausgewählt werden kann, müssen Sie oder ein Administrator den Zugriff auf SAP Analytics Cloud wechseln, die auf dem gleichen Tenantsitz läuft, und dort den SAC-Tunnelverbindungs erstellen, bevor Sie die SAP BW/4HANA Modellübertragungverbindung erneut erstellen können.","Wenn die erforderliche Verbindung nicht zur Auswahl kommt, müssen Sie oder ein Administrator den SAP Analytics Cloud auf dem gleichen Tenantswege wechseln und dort die SAC-Tunnelverbindung erstellen bevor Sie die SAP BW/4HANA Modellübertragungsverbindung fortsetzen können.","Wenn die erforderliche Verbindung nicht ausgewählt werden kann, müssen Sie oder ein Administrator den SAP Analytics Cloud auf dem gleichen Tenantswege wechseln und dort die SAC-Tunnelverbindung erstellen bevor Sie die SAP BW/4HANA Modellübertragungverbindung fortsetzen können."
You can use material groups for the following:,Mit Materialgruppen können Sie Folgendes:,"{'Material Groups': 'Materialgruppen', 'material group': 'Materialgruppe'}",Du kannst Materialgruppen für die folgenden verwenden:,Materialgruppen können für die folgenden verwendet werden:,Sie können Materialgruppen für die folgenden Zwecke verwenden:,Sie können Materialgruppen für die folgenden Zwecke verwenden:,Sie können Materialgruppen für die folgenden Zwecke verwenden:,"{'Material Groups': 'Materialgruppen', 'material group': 'Materialgruppe'}","Sie können Materialgruppen für die folgenden verwenden:

Materialgruppen -> Materialgruppen
material group -> Materialgruppe","Sie können Materialgruppen für die folgenden verwenden:

Terminologie:
Materialgruppen -> Materialgruppen
material group -> Materialgruppe",Sie können Materialgruppen für die folgenden verwenden:
"Once, you use the connection and replicate data changes in real-time, you can only change the business name and description.","Sobald die Verbindung verwendet wird und Datenänderungen in Echtzeit repliziert werden, können Sie nur noch den betriebswirtschaftliche Namen und die Beschreibung ändern.",{'business name': 'betriebswirtschaftlicher Name'},Eines Tages nutzt du die Verbindung und replicierst Datenänderungen im Realzeitmodus. Dann kannst du nur den Betriebswirtschaftlichen Namen und Beschreibung ändern.,"Sobald Sie eine Verbindung verwenden und Datenänderungen im Realzeitmodus reproduzieren, können Sie nur den Betriebswirtschaftlichen Namen und die Beschreibung ändern.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Sobald Sie eine Verbindung verwenden und Datenänderungen im Realtime replicieren, können Sie nur den Betriebswirtschaftlichen Namen und Beschreibung ändern.","Sobald Sie eine Verbindung verwenden und Datenänderungen im Realtime replicieren, können Sie nur den Betriebswirtschaftlichen Namen und Beschreibung ändern.",{'business name': 'betriebswirtschaftlicher Name'},"Einmal, sobald Sie die Verbindung herstellen und die Datenveränderungen in der Realität synchronisieren, können Sie nur den Betriebswirtschaftlichen Namen und die Beschreibung ändern.","Einerzeit können Sie nur den Betriebswirtschaftlichen Namen und die Beschreibung der Geschäftsinformationen ändern, nachdem Sie die Verbindung hergestellt und die Datenänderungen in Echtzeit übernommen haben.","Einerzeit können Sie nur den Geschäftsnamen und die Beschreibung ändern, nachdem Sie die Verbindung hergestellt und die Datenveränderungen in der Realität synchronisiert haben."
Save the module.,Sichern Sie das Modul.,{'module': 'Modul'},Speichern Sie den Modul.,Modul speichern.,Sparen Sie den Modul.,Sparen Sie den Modul.,Sparen Sie den Modul.,{'module': 'Modul'},Modul speichern.,Speichere das Modul.,Speichere das Modul.
Insert Organizational Assignment,Organisatorische Zuordnung einfügen,{'insert': 'einfügen'},Einfügen von Organisationsspezifischer Zuordnung,einfügen Organisationsspezifischer Auftrag,Organisationsverwaltung hinzufügen,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.",{'insert': 'einfügen'},Einfügen von Organisationszuweisung,Einfügen von Organisatorischer Zuweisung,Organisatorische Zuweisung
Click Share Schedule.,Wählen Sie Terminplan teilen.,"{'schedule': 'Terminplan', 'share': 'teilen'}",Teilen Sie den Terminplan.,teilen Terminplan,"Sollte Sie die Scheduling-Verwaltung verwenden, um Ihre Daten zu verwalten?",Teilen Sie den Terminplan.,Teilen Sie den Terminplan.,"{'schedule': 'Terminplan', 'share': 'teilen'}","Klicken Sie auf den Terminplan und teilen.

Note: The original sentence ""Click Share Schedule"" is a compound instruction that combines clicking an action with sharing a schedule. In German, it's more natural to break this down into two separate actions. Therefore, I've translated it as ""Klicken Sie auf den Terminplan und teilen."" which literally means ""Click on the schedule and share.""",Teilen Sie den Terminplan.,Klick auf den Verteilungsplan teilen.
Select the space from which you want to create a connection.,"Wählen Sie den Space aus, aus dem heraus Sie eine Verbindung erstellen möchten.",{'space': 'Space'},Wählen Sie den Raum aus dem welchen Sie eine Verbindung herstellen möchten.,"Wählen Sie den Raum aus demselben, aus dem Sie eine Verbindung herstellen möchten.",Von der ausgewählten Sichtweise wird eine Verbindung erstellt.,Von der gewünschten Space aus eine Verbindung erstellen.,Von der gewünschten Space aus eine Verbindung erstellen.,{'space': 'Space'},"Wählen Sie das Raums von aus, aus dem Sie eine Verbindung erstellen möchten. 

Note: The term ""Space"" is used as provided, but it's important to note that in technical contexts, especially in cloud services or similar fields, the term ""Space"" might be more commonly translated as ""Raum"" or ""Kontainer"" depending on the specific context and product. However, since ""Space"" was specifically requested to be used, I've maintained that.",Wählen Sie das Raum von aus dem Sie eine Verbindung erstellen möchten.,"Wählen Sie die Auswahl aus, von der Sie eine Verbindung erstellen möchten."
Contract Account by Alt.,Contract Account by Alt.,"{'account': 'Account', 'Account': 'Account'}",Vertragskonto von Alt.,Account von Alt.,Alt. Konto,Gerichtsverfahrenskonto von Alt.,Gerichtsverfahrenskonto von Alt.,"{'account': 'Account', 'Account': 'Account'}",Account Account by Alt.,Account Account by Alt.,Vertrag Konten von Alt.
Start of Assignment:,Start der Zuordnung:,{'start': 'Start'},Start von Aufgabe,Start von Aufgabenstellung,Start von Aufgabe:,Start von Aufgabenstellung:,Start von Aufgabenstellung:,{'start': 'Start'},"Start der Aufgabe:  
(start -> Start)","Start des Auftrags:

Terminologie:
start -> Start",Anfang der Aufgabe:
The Maintenance Orders tab shows orders for the relevant work center.,Die Registerkarte Instandhaltungsaufträge zeigt die Aufträge für den relevanten Arbeitsplatz.,{'work center': 'Arbeitsplatz'},"Der Terminschlüssel ""Maintenance Orders"" zeigt Anträge für den zuständigen Arbeitsplatz.","Der Terminschlüssel ""Maintenance Orders"" zeigt Anträge für den zuständigen Arbeitsplatz.",Der Tab für die Wartungsanträge zeigt Anträge für den zuständigen Arbeitsplatz.,Arbeitsplatz-Abrechnungen anzeigen.,Arbeitsplatz-Abrechnungen anzeigen.,{'work center': 'Arbeitsplatz'},Die Tab Bestellungen zeigt Bestellungen für den relevanten Arbeitsplatz an.,Die Terminbestellungstab zeigt Bestellungen für den relevanten Arbeitsplatz.,Die Tab für die Wartungsbestellungen zeigt Bestellungen für den zutreffenden Werkzellen.
Events and Notifications,Ereignisse und Benachrichtigungen,{'notification': 'Benachrichtigung'},Benachrichtigungen und Ereignisse,Benachrichtigungen und Ereignisse,Events und Notifikationen,Benachrichtigungen und Ereignisse,Benachrichtigungen und Ereignisse,{'notification': 'Benachrichtigung'},Events und Benachrichtigungen,Termin und Benachrichtigungen,Events und Benachrichtigungen
Check other details.,Prüfen Sie die weiteren Angaben.,{'check': 'Prüfen'},Prüfe andere Details.,Prüfe andere Details.,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.",Prüfe weitere Details.,Prüfe weitere Details.,{'check': 'Prüfen'},Prüfe die anderen Details.,Prüfen andere Details.,Überprüfe weitere Details.
You can add and remove team members.,Sie können Team-Mitglieder hinzufügen und entfernen.,{'team member': 'Team-Mitglied'},Du kannst Team-Mitglieder hinzufügen und entfernen.,Team-Mitglieder hinzufügen und entfernen können.,Sie können Teammitglieder hinzufügen und entfernen.,Sie können Teammitglieder hinzufügen und entfernen.,Sie können Teammitglieder hinzufügen und entfernen.,{'team member': 'Team-Mitglied'},Du kannst Team-Mitglieder hinzufügen und entfernen.,Sie können Mitglieder der Team hinzufügen und entfernen.,Sie können Teammitglieder hinzufügen und entfernen.
Confirm that you have read the note.,"Bestätigen Sie, dass Sie diesen Hinweis gelesen haben.",{'note': 'Hinweis'},"Bestätzen Sie, dass Sie den Hinweis gelesen haben.","Hinweis bestätigen, dass Sie den Hinweis gelesen haben.",Gerne! Bitte geben Sie den deutschen Übersetzungswunsch an.,Hinweis lesen und bestätigen.,Hinweis lesen und bestätigen.,{'note': 'Hinweis'},"Bestätige, dass du den Hinweis gelesen hast.","Bestätigen Sie, dass Sie den Hinweis gelesen haben.","Bestätige, dass du die Note gelesen hast."
The following mapping scenarios are supported:,Folgende Zuordnungsszenarios werden unterstützt:,{'mapping': 'Zuordnung'},Die folgenden Zuordnungs-Scenarien sind unterstützt:,Die folgenden Zuordnungs-Scenario-Beispiele sind unterstützt:,Von den folgenden Zuordnungs-Scenarioen wird unterstützt:,"Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:",{'mapping': 'Zuordnung'},Die folgenden Zuordnungsszenarien werden unterstützt:,Die folgenden Zuordnungs-szenarien werden unterstützt:,Die folgenden Abbildungs-szenarien werden unterstützt:
Select or change the language of the legal document.,Wählen oder ändern Sie die Sprache des Rechtsdokuments.,{'document': 'Dokument'},Wählen oder die Sprache des rechtlichen Dokuments ändern.,Durchsuchen oder die Sprache des rechtlichen Dokuments ändern.,Wählen Sie oder ändern Sie die Sprache des Rechtsvertrags.,Dokumenten- oder Sprachauswahl,Dokumenten- oder Sprachauswahl,{'document': 'Dokument'},Wählen Sie oder ändern Sie die Sprache des Dokuments.,Wählen Sie oder ändern Sie die Sprache des Dokuments.,Wählen Sie oder ändern Sie die Sprache des rechtlichen Dokuments.
Purchase analytical data from data provider.,Analytische Daten vom Datenprovider kaufen.,{'data provider': 'Datenprovider'},Einkauf von Analysedaten vom Datenprovider.,Daten von einem Datenprovider kaufen.,Analytische Daten von einem Datenaufbereiter kaufen.,Analyze your data with the help of the data provider.,Analyze your data with the help of the data provider.,{'data provider': 'Datenprovider'},Prennez analytische Daten von dem Datenprovider.,Kauf von Analysedaten bei Datenprovider.,Analytisches Daten von dem Datenlieferanten erwerben.
In the Editor section:,Im Abschnitt Editor:,{'section': 'Abschnitt'},Abschnitt: Editor,"Abschnitt ""Editor"":","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.",{'section': 'Abschnitt'},In der Abschnittsebene:,"In der Bearbeitungssektion:

Terminologie:
Abschnitt",In der Bearbeitungssektion:
Then choose Transfer.,Wählen Sie anschließend Übertragen.,{'transfer': 'übertragen'},Übernehmen Sie dann den Transfer.,Übertrage.,Von hier aus wählen Sie dann Transfer aus.,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'transfer': 'übertragen'},Dann wähle Übertragen aus.,Dann wähle Übertragen.,Dann wähle Übertragung.
About Installation and Update,Installation und Aktualisierung,{'update': 'Aktualisierung'},Installation und Aktualisierung,Installation und Aktualisierung,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.",{'update': 'Aktualisierung'},Über Installation und Aktualisierung,Über Installation und Aktualisierung,Über Installation und Aktualisierung
Create new category,Neuen Typ anlegen,{'category': 'Typ'},Erstellen neuer Typ,Typ erstellen,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Begriff an, damit ich ihn in die deutsche Übersetzung einbeziehen kann.","Gerne! Bitte geben Sie den englischen Begriff an, damit ich ihn in die deutsche Übersetzung einbeziehen kann.",{'category': 'Typ'},Typ erstellen,Erstelle neuen Typ,Neue Kategorie erstellen
Reading and Design.,Lesemodus und Entwurfsmodus.,{'design': 'Entwurf'},Lesen und Entwurf.,Entwurf und Lesen.,Design und Lesen,Entdecken und Entwerfen,Entdecken und Entwerfen,{'design': 'Entwurf'},Entwurf und Design.,Lesen und Entwurf.,Lesen und Gestaltung.
Manage your notes.,Verwalten Sie Ihre Anmerkungen.,{'notes': 'Anmerkungen'},Anmerkungen verwalten.,Anmerkungen verwalten.,Verwalten Sie Ihre Notizen.,Anmerkungen verwalten.,Anmerkungen verwalten.,{'notes': 'Anmerkungen'},Verwalte deine Anmerkungen.,Verwalte deine Anmerkungen.,Verwalte deine Notizen.
