source,reference,terms,base_basic,base_strong,lora_no_term,lora_basic,lora_basic_cleaned,terms_dict,qwen3b_basic,qwen3b_strong,qwen3b_no_term,qwen3b_selected_source,qwen3b_selected,qwen3b_selected_term_coverage,random_terms_dict,qwen3b_random,selected_missing_terms,num_missing_selected,qwen3b_selected_repaired,repaired_missing_terms,num_missing_repaired,qwen3b_definition_prompt,lora_cleaned_missing_terms,num_missing_lora_cleaned,lora_basic_cleaned_repaired,lora_repaired_missing_terms,num_missing_lora_repaired
This is a merged tile,Hierbei handelt es sich um eine zusammengeführte Kachel.,{'tile': 'Kachel'},Dies ist eine Mergertile,Kachelmuster,Mergerichtete Tile,Kachel zusammengefügt,Kachel zusammengefügt,{'tile': 'Kachel'},Dies ist eine gemischte Kachel,Dies ist eine geklammerte Kachel,Dies ist ein vereinigtes Feld,qwen3b_strong,Dies ist eine geklammerte Kachel,1.0,{'tile': 'Quelle'},Diese ist eine gemischte Quelle,{},0,Dies ist eine geklammerte Kachel,{},0,Dies ist eine Kachelkachel,{},0,Kachel zusammengefügt,{},0
A unique identifier for the budget period.,Eine eindeutige Kennung für die Budgetperiode.,{'ID': 'Kennung'},Kennung für den Budgetszeitraum.,Kennung für den Budgetszeitraum,Unique Budget Period Identifier,Kennung für die Budgetperiode,Kennung für die Budgetperiode,{'ID': 'Kennung'},Die Kennung für die Finanzperiode.,Eine eindeutige Kennung für das Budgetperiode.,Ein einzigartiger Identifikator für das Budgetperiode.,qwen3b_strong,Eine eindeutige Kennung für das Budgetperiode.,1.0,{'ID': 'abrufen'},"Ein einzigartiger Identifikator für die Finanzperiode. 

Note: The term ""abrufen"" (to retrieve) is not typically used in this context for an identifier. If you have a specific reason to use it, please provide more context or clarify.",{},0,Eine eindeutige Kennung für das Budgetperiode.,{},0,Eine eindeutige Kennung für das Budgetperiode.,{},0,Kennung für die Budgetperiode,{},0
SAP HANA SQL Associations,SQL-Zuordnungen für SAP HANA,{'association': 'Zuordnung'},SAP HANA SQL Zuordnungen,Zuordnungen in der SAP HANA SQL,SAP HANA SQL Verknüpfungen,SAP HANA SQL Zuordnungen,SAP HANA SQL Zuordnungen,{'association': 'Zuordnung'},SAP HANA SQL-Zuordnungen,SAP HANA SQL Zuordnungen,SAP HANA SQL-Verbindungen,qwen3b_strong,SAP HANA SQL Zuordnungen,1.0,{'association': 'übernehmen'},SAP HANA SQL-Übernahmen,{},0,SAP HANA SQL Zuordnungen,{},0,SAP HANA SQL Zuordnung,{},0,SAP HANA SQL Zuordnungen,{},0
Certificate audit results.,Ergebnisse des Zertifikataudits.,{'audit': 'Audit'},Zertifikat-Audits Ergebnisse.,Auditresultate der Zertifizierung.,Vollständige Zertifizierungsergebnisse,Audit der Zertifizierungsergebnisse.,Audit der Zertifizierungsergebnisse.,{'audit': 'Audit'},Auditergebnisse,Auditergebnisse,Zertifikatprüfungsergebnisse.,qwen3b_strong,Auditergebnisse,1.0,{'audit': 'Anzeige'},Anzeigever Ergebnisse,{},0,Auditergebnisse,{},0,Auditergebnisse.,{},0,Audit der Zertifizierungsergebnisse.,{},0
Select the shared object.,Wählen Sie das gemeinsam genutzte Objekt aus.,{'shared object': 'gemeinsam genutztes Objekt'},Gleisobjekt auswählen.,Gleisverbindung selektieren.,Von der Liste auswählen Sie das gemeinsame Objekt.,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'shared object': 'gemeinsam genutztes Objekt'},Wählen Sie das gemeinsam genutzte Objekt aus.,Wählen Sie das gemeinsam genutzte Objekt.,Wählen Sie das geteilte Objekt aus.,qwen3b_strong,Wählen Sie das gemeinsam genutzte Objekt.,0.0,{'shared object': 'Gültigkeitszeitraum'},Wählen Sie den Gültigkeitszeitraum.,{'shared object': 'gemeinsam genutztes Objekt'},1,Wählen Sie das gemeinsam genutzte Objekt.,{'shared object': 'gemeinsam genutztes Objekt'},1,Wählen Sie das gemeinsame Objekt aus.,{'shared object': 'gemeinsam genutztes Objekt'},1,"Gerne! Bitte geben Sie das gemeinsam genutzte Objekt ein, und ich werde ihn in deutscher Sprache übersetzen.",{'shared object': 'gemeinsam genutztes Objekt'},1
Select the subscriptions that you want to delete in batch.,"Wählen Sie die Subskriptionen aus, die Sie im Batch löschen möchten.",{'subscription': 'Subskription'},"Wählen Sie die Subscriptions aus, die Sie im Batch löschen möchten.","Subskriptionen auswählen, die Sie im Batch löschen möchten.",Von den gewünschten Abonnementen auswählen Sie die zu löschen.,"Gerne! Hier ist die deutsche Übersetzung:

Deaktivieren Sie im Batch die folgenden Abonnements:",Deaktivieren Sie im Batch die folgenden Abonnements:,{'subscription': 'Subskription'},Wählen Sie die zu löschenen Subskriptionen in Batch aus.,Wählen Sie die zu löschenen Subskriptionen in Batch aus.,Wählen Sie die zu löschenen Abonnements in Batch aus.,qwen3b_strong,Wählen Sie die zu löschenen Subskriptionen in Batch aus.,1.0,{'subscription': 'Schnittstelle'},"Wählen Sie die Schnittstellen, die Sie in Batch löschen möchten.",{},0,Wählen Sie die zu löschenen Subskriptionen in Batch aus.,{},0,"Wählen Sie die Subskriptionen aus, die Sie löschen möchten, in Batch.",{'subscription': 'Subskription'},1,Deaktivieren Sie im Batch die folgenden Subskriptionen:,{},0
Create and Maintain Data Actions,Datenaktionen erstellen und pflegen,{'create': 'erstellen'},Erstellen und Verwaltung von Datenaktionen,Erstellen und Überwachen von Datenaktionen,"Gerne! Hier ist die deutsche Übersetzung:

Erstellen und Verwaltung von Datenaktionen","Gerne! Hier ist die deutsche Übersetzung:

Erstellen und Verwaltung von Datenaktionen",Erstellen und Verwaltung von Datenaktionen,{'create': 'erstellen'},Erstellen und Pflegen von Datenaktionen,Erstellen und Pflegen von Datenaktionen,Erstellen und Pflegen von Datenaktionen,qwen3b_strong,Erstellen und Pflegen von Datenaktionen,1.0,{'create': 'Artikel'},Erstellen und Pflegen von Dateneinträgen,{},0,Erstellen und Pflegen von Datenaktionen,{},0,Erstellen und Pflegen von Datenaktionen,{},0,Erstellen und Verwaltung von Datenaktionen,{},0
The MM transactions are displayed,Die Geldhandelsgeschäfte werden angezeigt.,{'transaction': 'Geschäft'},Die MM-Geschäfte werden angezeigt,Die MM-Geschäfte werden angezeigt,MM-Transaktionen werden angezeigt,MM-Geschäfte werden angezeigt,MM-Geschäfte werden angezeigt,{'transaction': 'Geschäft'},Die MM-Geschäfte werden angezeigt,Die MM-Geschäfte sind angezeigt,Die MM-Transaktionen werden angezeigt,qwen3b_strong,Die MM-Geschäfte sind angezeigt,1.0,{'transaction': 'Staffel'},Die MM-Staffeln werden angezeigt,{},0,Die MM-Geschäfte sind angezeigt,{},0,Die MM-Geschäfte sind angezeigt,{},0,MM-Geschäfte werden angezeigt,{},0
Make changes to the gross price.,Nehmen Sie Änderungen am Bruttopreis vor.,{'change': 'Änderung'},Ändere die brutto-Preisangaben.,Änderungen am brutto Preis machen.,Geräte und Dienstleistungen können in den Preislisten angepasst werden.,Ändern Sie die brutto-Preisänderungen,Ändern Sie die brutto-Preisänderungen,{'change': 'Änderung'},Änderungen am Bruttogesamtpreis vornehmen.,Änderung am Bruttogesamtpreis.,Ändere den Bruttogesamtpreis.,qwen3b_strong,Änderung am Bruttogesamtpreis.,1.0,{'change': 'Einzelbeleg'},Veränderungen am Bruttogesamtpreis vornehmen.,{},0,Änderung am Bruttogesamtpreis.,{},0,Änderung der Bruttogrenze.,{},0,Ändern Sie die brutto-Preisänderungen,{},0
What is the purchase requisition item type?,Wie lautet die Bestellanforderungs-Positionsart?,{'purchase requisition item type': 'Bestellanforderungs-Positionsart'},Bestellanforderungs-Positionsart,Bestellanforderungs-Positionsart,Geräteart für die Bestellanfrage verwenden?,Bestellanforderungs-Positionsart,Bestellanforderungs-Positionsart,{'purchase requisition item type': 'Bestellanforderungs-Positionsart'},Was ist die Bestellanforderungs-Positionsart?,Was ist die Bestellanforderungs-Positionsart?,Was ist der Bestellanforderungstexttyp?,qwen3b_strong,Was ist die Bestellanforderungs-Positionsart?,1.0,{'purchase requisition item type': 'Zeichenfolge'},Was ist die Zeichenfolge für die Bestellungsauftragsart?,{},0,Was ist die Bestellanforderungs-Positionsart?,{},0,Was ist die Bestellanforderungs-Positionsart?,{},0,Bestellanforderungs-Positionsart,{},0
The My Worklist tab contains the following filter tools:,Der Tab Mein Arbeitsvorrat enthält folgende Filtertools:,{'tab': 'Tab'},"Der Tab ""Mein Arbeitsbereich"" enthält die folgenden Filteranwendungen:","Der Tab ""Mein Arbeitsbereich"" enthält die folgenden Filteranwendungen:",My Worklist-Tab enthält folgende Filteranbieter:,"Gerne! Hier ist die deutsche Übersetzung:

Deutsch: Die Tab ""My Worklist"" enthält folgende Filter-Tools:","Deutsch: Die Tab ""My Worklist"" enthält folgende Filter-Tools:",{'tab': 'Tab'},"Die Tab ""Meine Aufgabenliste"" enthält die folgenden Filterwerkzeuge:","Die Tab ""Meine Aufgabenliste"" enthält die folgenden Filterwerkzeuge:",Die Registerkarte My Worklist enthält die folgenden Filterwerkzeuge:,qwen3b_strong,"Die Tab ""Meine Aufgabenliste"" enthält die folgenden Filterwerkzeuge:",1.0,{'tab': 'erstellen'},"Die Einstellungen-Spalte enthält die folgenden Filterwerkzeuge:

Note: The term ""tab"" is not commonly used in German for this context. Instead, I've translated it as ""Einstellungen-Spalte"" (Settings Column) to match the terminology you provided, which seems to be related to creating or configuring something. If ""tab"" is indeed the correct term and you want to keep it, please let me know and I can adjust accordingly.",{},0,"Die Tab ""Meine Aufgabenliste"" enthält die folgenden Filterwerkzeuge:",{},0,Die Tabulatur enthält die folgenden Filterwerkzeuge:,{},0,"Deutsch: Die Tab ""My Worklist"" enthält folgende Filter-Tools:",{},0
"For the initial connection, you need to create an SAP ticket and let us map the HDI container to your space.","Für die initiale Verbindung müssen Sie ein SAP-Ticket erstellen, damit wir den HDI-Container Ihrem Space zuordnen.",{'create': 'erstellen'},Für die erste Verbindung müssen Sie einen SAP-Ticket erstellen und uns den HDI-Container zu Ihrem Raum mappen lassen.,Erstelle einen SAP-Ticket und lass uns die HDI-Container zu deinem Raum mappen.,Für die erste Verbindung benötigen Sie einen SAP-Ticket und lassen Sie uns den HDI-Container in Ihrem Speicher mappen.,"Gerne! Hier ist die deutsche Übersetzung:

Für den ersten Verbindungsversuch benötigen Sie einen SAP-Ticket und lassen Sie uns das HDI-Container in Ihrem Speicherplatz mappen.",Für den ersten Verbindungsversuch benötigen Sie einen SAP-Ticket und lassen Sie uns das HDI-Container in Ihrem Speicherplatz mappen.,{'create': 'erstellen'},Für die erste Verbindung müssen Sie ein SAP-Ticket erstellen und uns die HDI-Container zu Ihrem Raum mappen.,Für die erste Verbindung müssen Sie ein SAP-Ticket erstellen und lassen Sie uns den HDI-Container zu Ihrem Raum mappen.,Für die erste Verbindung müssen Sie ein SAP-Ticket erstellen und lassen wir den HDI-Container zu Ihrem Raum mappen.,qwen3b_strong,Für die erste Verbindung müssen Sie ein SAP-Ticket erstellen und lassen Sie uns den HDI-Container zu Ihrem Raum mappen.,1.0,{'create': 'Selektion'},"Für die erste Verbindung müssen Sie eine SAP-Scheibe erstellen und uns die HDI-Container zu Ihrem Raum mappen. 

Note: The term ""create"" has been translated as ""Selektion"" which is not a standard German term for creating something. A more appropriate translation would be ""erstellen"". However, since you specified to use the provided terminology, I've used ""Selektion"" as instructed. If you want a more accurate translation, please let me know and I can adjust accordingly.",{},0,Für die erste Verbindung müssen Sie ein SAP-Ticket erstellen und lassen Sie uns den HDI-Container zu Ihrem Raum mappen.,{},0,Für die erste Verbindung müssen Sie ein SAP-Ticket erstellen und lassen Sie uns den HDI-Container zu Ihrem Raum mappen.,{'create': 'erstellen'},1,Für den ersten Verbindungsversuch müssen Sie ein SAP-Ticket erstellen und lassen Sie uns den HDI-Container in Ihrem Speicherplatz mappen.,{},0
Ranges in account determination,Bereiche in Kontenfindung,{'range': 'Bereich'},Bereiche bei der Kontoindetermination,Bereiche im Kontobestimmungsbereich,Richtungen bei der Berechnung von Konten,Bereiche im Accountbestimmungssystem,Bereiche im Accountbestimmungssystem,{'range': 'Bereich'},Bereich im Kontenbestimmungswerk,Bereich in der Kontenbestimmung,Ränge in der Kontodeterminierung,qwen3b_strong,Bereich in der Kontenbestimmung,1.0,{'range': 'erstellen'},Erstellen der Kontenbereiche,{},0,Bereich in der Kontenbestimmung,{},0,Bereiche in Kontenbestimmung,{},0,Bereiche im Accountbestimmungssystem,{},0
Auditing and Logging Information,Prüfungs- und Protokollierungsinformationen,{'audit': 'Prüfung'},Prüfung und Loggung von Informationen,Prüfung und Loggung von Informationen,Auditing und Loginformationen,Prüfung und Loginformationen,Prüfung und Loginformationen,{'audit': 'Prüfung'},Prüfung und Protokollierung Informationen,Prüfung und Protokollierung von Informationen,Auditing und Protokollierung von Informationen,qwen3b_strong,Prüfung und Protokollierung von Informationen,1.0,{'audit': 'Anzeige'},Anzeige und Protokollierung Informationen,{},0,Prüfung und Protokollierung von Informationen,{},0,Prüfung und Protokollierung Informationen,{},0,Prüfung und Loginformationen,{},0
Create a New Role Collection.,Legen Sie eine New Role Collection an.,{'collection': 'Collection'},Erstellen Sie eine neue Rolle-Collection.,Collection,Erstellen Sie eine neue Rolle-Abteilung.,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'collection': 'Collection'},Erstellen einer neuen Rolle-Kollektion.,Erstelle eine neue Rolle-Kollektion.,Erstelle eine neue Rolle-Kollektion.,qwen3b_strong,Erstelle eine neue Rolle-Kollektion.,0.0,{'collection': 'erstellen'},Erstellen eine neue Rolle-Kollektion.,{'collection': 'Collection'},1,Erstelle eine neue Rolle-Kollection.,{'collection': 'Collection'},1,Erstelle eine neue Rolle-Kollektion.,{'collection': 'Collection'},1,Erstellen Sie eine neue Rolle-Kollektion.,{'collection': 'Collection'},1
You can use the following scopes to delete subscriptions:,Zum Löschen von Abonnements können Sie die folgenden Umfänge verwenden:,{'subscription': 'Abonnement'},"Sie können die folgenden Bereiche verwenden, um Abonnements zu löschen:",Abonnements löschen können Sie folgende Bereiche verwenden:,Von den folgenden Berechtigungen können Sie die Abonnementen löschen:,"Gerne! Hier ist die deutsche Übersetzung:

Deine Nutzung der folgenden Berechtigungen zum Löschen von Abonnements ermöglicht es dir, diese zu löschen:","Deine Nutzung der folgenden Berechtigungen zum Löschen von Abonnements ermöglicht es dir, diese zu löschen:",{'subscription': 'Abonnement'},Sie können die folgenden Berechtigungen zum Abonnement löschen verwenden:,Sie können die folgenden Abonnements löschen:,"Sie können die folgenden Bereiche verwenden, um Abonnements zu löschen:",qwen3b_strong,Sie können die folgenden Abonnements löschen:,1.0,{'subscription': 'Release'},Sie können die folgenden Bereiche zum Entfernen von Releases verwenden:,{},0,Sie können die folgenden Abonnements löschen:,{},0,"Du kannst folgende Scopes verwenden, um Abonnements zu löschen:",{},0,"Deine Nutzung der folgenden Berechtigungen zum Löschen von Abonnements ermöglicht es dir, diese zu löschen:",{},0
Execute one of the following actions to solve the issue:,Execute one of the following actions to solve the issue:,"{'following': 'Following', 'action': 'Action', 'Action': 'Action', 'issue': 'Issue'}",Ausschalten eines der folgenden Actions um das Problem zu lösen:,"Führe eines der folgenden Actions aus, um das Problem zu lösen:","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","{'following': 'Following', 'action': 'Action', 'Action': 'Action', 'issue': 'Issue'}","Verwenden Sie eine der folgenden Aktionen, um das Problem zu lösen:","Führen Sie eine der folgenden Aktionen, um das Problem zu lösen:",Eine der folgenden Aktionen lösen Sie das Problem:,qwen3b_strong,"Führen Sie eine der folgenden Aktionen, um das Problem zu lösen:",0.0,"{'following': 'Auswahl', 'action': 'Issue', 'Action': 'Aufgabenprotokoll', 'issue': 'Position'}","Aus einer der folgenden Aufgaben zu lösen, um die Position zu beheben:","{'following': 'Following', 'action': 'Action', 'Action': 'Action', 'issue': 'Issue'}",4,"Führen Sie eine der folgenden Aktionen, um das Problem zu lösen:","{'following': 'Following', 'action': 'Action', 'Action': 'Action', 'issue': 'Issue'}",4,Von den folgenden Aktionen lösen Sie das Problem aus:,"{'following': 'Following', 'action': 'Action', 'Action': 'Action', 'issue': 'Issue'}",4,"Gerne! Hier ist die deutsche Übersetzung:

Following one of the following Actions to solve the Issue:",{},0
